time,accel_x,accel_y,vel_x,vel_y,dis_x,dis_y,ang
2.52,-0.1687,-8.9137,8.2121,-19.1133,21.2447,11.4971,-66.7492
2.54,-0.1686,-8.8967,8.2087,-19.2913,21.4089,11.1113,-66.9496
2.56,-0.1685,-8.8796,8.2053,-19.4688,21.5730,10.7219,-67.1466
2.58,-0.1683,-8.8624,8.2020,-19.6461,21.7370,10.3290,-67.3402
2.60,-0.1682,-8.8451,8.1986,-19.8230,21.9010,9.9325,-67.5305
2.62,-0.1680,-8.8276,8.1952,-19.9995,22.0649,9.5325,-67.7176
2.64,-0.1679,-8.8100,8.1919,-20.1757,22.2287,9.1290,-67.9016
2.66,-0.1678,-8.7923,8.1885,-20.3516,22.3925,8.7220,-68.0825
2.68,-0.1676,-8.7745,8.1852,-20.5271,22.5562,8.3114,-68.2604
2.70,-0.1675,-8.7566,8.1818,-20.7022,22.7198,7.8974,-68.4354
2.72,-0.1674,-8.7385,8.1785,-20.8770,22.8834,7.4798,-68.6075
2.74,-0.1672,-8.7204,8.1751,-21.0514,23.0469,7.0588,-68.7768
2.76,-0.1671,-8.7021,8.1718,-21.2254,23.2103,6.6343,-68.9433
2.78,-0.1669,-8.6837,8.1684,-21.3991,23.3737,6.2063,-69.1072
2.80,-0.1668,-8.6652,8.1651,-21.5724,23.5370,5.7749,-69.2685
2.82,-0.1667,-8.6466,8.1618,-21.7453,23.7002,5.3400,-69.4272
2.84,-0.1665,-8.6278,8.1584,-21.9179,23.8634,4.9016,-69.5834
2.86,-0.1664,-8.6090,8.1551,-22.0901,24.0265,4.4598,-69.7371
2.88,-0.1663,-8.5901,8.1518,-22.2619,24.1896,4.0146,-69.8884
2.90,-0.1661,-8.5710,8.1485,-22.4333,24.3525,3.5659,-70.0374
2.92,-0.1660,-8.5519,8.1451,-22.6043,24.5154,3.1138,-70.1841
2.94,-0.1659,-8.5326,8.1418,-22.7750,24.6783,2.6583,-70.3285
2.96,-0.1657,-8.5132,8.1385,-22.9453,24.8410,2.1994,-70.4708
2.98,-0.1656,-8.4938,8.1352,-23.1151,25.0037,1.7371,-70.6109
