time,accel_x,accel_y,vel_x,vel_y,dis_x,dis_y,ang
0.48,-0.0464,-9.7999,4.3077,-2.2095,2.0728,2.0222,-27.1539
0.50,-0.0464,-9.7978,4.3068,-2.4054,2.1590,1.9741,-29.1844
0.52,-0.0464,-9.7955,4.3059,-2.6014,2.2451,1.9221,-31.1380
0.54,-0.0464,-9.7931,4.3049,-2.7972,2.3312,1.8661,-33.0146
0.56,-0.0463,-9.7904,4.3040,-2.9930,2.4173,1.8063,-34.8149
0.58,-0.0463,-9.7876,4.3031,-3.1888,2.5033,1.7425,-36.5401
0.60,-0.0463,-9.7846,4.3022,-3.3845,2.5894,1.6748,-38.1919
0.62,-0.0463,-9.7814,4.3012,-3.5801,2.6754,1.6032,-39.7721
0.64,-0.0463,-9.7780,4.3003,-3.7757,2.7614,1.5277,-41.2831
0.66,-0.0462,-9.7744,4.2994,-3.9711,2.8474,1.4483,-42.7273
0.68,-0.0462,-9.7706,4.2985,-4.1666,2.9334,1.3649,-44.1073
0.70,-0.0462,-9.7666,4.2975,-4.3619,3.0193,1.2777,-45.4258
0.72,-0.0462,-9.7624,4.2966,-4.5571,3.1052,1.1866,-46.6855
0.74,-0.0462,-9.7581,4.2957,-4.7523,3.1912,1.0915,-47.8890
0.76,-0.0461,-9.7535,4.2948,-4.9474,3.2771,0.9926,-49.0391
0.78,-0.0461,-9.7488,4.2938,-5.1423,3.3629,0.8897,-50.1383
0.80,-0.0461,-9.7439,4.2929,-5.3372,3.4488,0.7830,-51.1891
0.82,-0.0461,-9.7388,4.2920,-5.5320,3.5346,0.6723,-52.1939
0.84,-0.0461,-9.7335,4.2911,-5.7267,3.6205,0.5578,-53.1553
0.86,-0.0460,-9.7280,4.2902,-5.9212,3.7063,0.4394,-54.0753
0.88,-0.0460,-9.7223,4.2892,-6.1157,3.7920,0.3171,-54.9561
0.90,-0.0460,-9.7165,4.2883,-6.3100,3.8778,0.1909,-55.7998
0.92,-0.0460,-9.7105,4.2874,-6.5042,3.9636,0.0608,-56.6083
0.94,-0.0460,-9.7042,4.2865,5.6936,4.0493,0.0000,-57.3834
0.96,-0.0459,-9.8910,4.2856,5.4957,4.1350,0.1099,52.0530
0.98,-0.0459,-9.8855,4.2846,5.2980,4.2207,0.2159,51.0367
1.00,-0.0459,-9.8802,4.2837,5.1004,4.3064,0.3179,49.9739
1.02,-0.0459,-9.8750,4.2828,4.9029,4.3920,0.4159,48.8621
1.04,-0.0459,-9.8701,4.2819,4.7055,4.4777,0.5101,47.6987
1.06,-0.0458,-9.8654,4.2810,4.5082,4.5633,0.6002,46.4810
1.08,-0.0458,-9.8608,4.2801,4.3110,4.6489,0.6864,45.2064
1.10,-0.0458,-9.8565,4.2791,4.1139,4.7345,0.7687,43.8719
1.12,-0.0458,-9.8523,4.2782,3.9168,4.8200,0.8470,42.4749
1.14,-0.0458,-9.8484,4.2773,3.7198,4.9056,0.9214,41.0126
1.16,-0.0457,-9.8446,4.2764,3.5230,4.9911,0.9919,39.4822
1.18,-0.0457,-9.8410,4.2755,3.3261,5.0766,1.0584,37.8814
1.20,-0.0457,-9.8377,4.2746,3.1294,5.1621,1.1210,36.2077
1.22,-0.0457,-9.8345,4.2736,2.9327,5.2476,1.1797,34.4590
1.24,-0.0457,-9.8315,4.2727,2.7361,5.3330,1.2344,32.6337
1.26,-0.0456,-9.8287,4.2718,2.5395,5.4185,1.2852,30.7304
1.28,-0.0456,-9.8261,4.2709,2.3430,5.5039,1.3320,28.7486
1.30,-0.0456,-9.8237,4.2700,2.1465,5.5893,1.3750,26.6883
1.32,-0.0456,-9.8215,4.2691,1.9501,5.6747,1.4140,24.5503
1.34,-0.0456,-9.8195,4.2682,1.7537,5.7600,1.4490,22.3364
1.36,-0.0455,-9.8177,4.2673,1.5573,5.8454,1.4802,20.0493
1.38,-0.0455,-9.8161,4.2664,1.3610,5.9307,1.5074,17.6931
1.40,-0.0455,-9.8146,4.2654,1.1647,6.0160,1.5307,15.2727
1.42,-0.0455,-9.8134,4.2645,0.9684,6.1013,1.5501,12.7944
1.44,-0.0455,-9.8123,4.2636,0.7722,6.1866,1.5655,10.2656
1.46,-0.0454,-9.8115,4.2627,0.5760,6.2718,1.5770,7.6950
1.48,-0.0454,-9.8108,4.2618,0.3797,6.3571,1.5846,5.0918
1.50,-0.0454,-9.8104,4.2609,0.1835,6.4423,1.5883,2.4665
1.52,-0.0454,-9.8101,4.2600,-0.0127,6.5275,1.5880,-0.1703
1.54,-0.0454,-9.8100,4.2591,-0.2089,6.6127,1.5839,-2.8075
1.56,-0.0453,-9.8099,4.2582,-0.4051,6.6978,1.5758,-5.4340
1.58,-0.0453,-9.8096,4.2573,-0.6013,6.7830,1.5637,-8.0387
1.60,-0.0453,-9.8091,4.2564,-0.7974,6.8681,1.5478,-10.6114
1.62,-0.0453,-9.8084,4.2555,-0.9936,6.9532,1.5279,-13.1425
1.64,-0.0453,-9.8075,4.2546,-1.1898,7.0383,1.5041,-15.6233
1.66,-0.0453,-9.8065,4.2536,-1.3859,7.1234,1.4764,-18.0462
1.68,-0.0452,-9.8052,4.2527,-1.5820,7.2084,1.4448,-20.4048
1.70,-0.0452,-9.8037,4.2518,-1.7781,7.2935,1.4092,-22.6940
1.72,-0.0452,-9.8021,4.2509,-1.9741,7.3785,1.3697,-24.9098
1.74,-0.0452,-9.8003,4.2500,-2.1701,7.4635,1.3263,-27.0493
1.76,-0.0452,-9.7982,4.2491,-2.3661,7.5485,1.2790,-29.1107
1.78,-0.0451,-9.7960,4.2482,-2.5620,7.6334,1.2278,-31.0931
1.80,-0.0451,-9.7936,4.2473,-2.7579,7.7184,1.1726,-32.9964
1.82,-0.0451,-9.7910,4.2464,-2.9537,7.8033,1.1135,-34.8214
1.84,-0.0451,-9.7882,4.2455,-3.1495,7.8882,1.0505,-36.5691
1.86,-0.0451,-9.7852,4.2446,-3.3452,7.9731,0.9836,-38.2414
1.88,-0.0450,-9.7820,4.2437,-3.5408,8.0580,0.9128,-39.8403
1.90,-0.0450,-9.7787,4.2428,-3.7364,8.1428,0.8381,-41.3682
1.92,-0.0450,-9.7751,4.2419,-3.9319,8.2277,0.7595,-42.8277
1.94,-0.0450,-9.7714,4.2410,-4.1273,8.3125,0.6769,-44.2214
1.96,-0.0450,-9.7674,4.2401,-4.3226,8.3973,0.5905,-45.5522
1.98,-0.0449,-9.7633,4.2392,-4.5179,8.4821,0.5001,-46.8228
2.00,-0.0449,-9.7590,4.2383,-4.7131,8.5668,0.4058,-48.0361
2.02,-0.0449,-9.7545,4.2374,-4.9082,8.6516,0.3077,-49.1947
2.04,-0.0449,-9.7498,4.2365,-5.1032,8.7363,0.2056,-50.3014
2.06,-0.0449,-9.7449,4.2356,-5.2981,8.8210,0.0997,-51.3589
2.08,-0.0449,-9.7398,4.2347,4.6689,8.9057,0.0000,-52.3696
2.10,-0.0448,-9.8645,4.2338,4.4716,8.9904,0.0894,46.5648
2.12,-0.0448,-9.8600,4.2329,4.2744,9.0751,0.1749,45.2796
2.14,-0.0448,-9.8557,4.2320,4.0773,9.1597,0.2565,43.9334
2.16,-0.0448,-9.8516,4.2311,3.8803,9.2443,0.3341,42.5234
2.18,-0.0448,-9.8476,4.2302,3.6834,9.3289,0.4077,41.0467
2.20,-0.0447,-9.8439,4.2294,3.4865,9.4135,0.4775,39.5005
2.22,-0.0447,-9.8404,4.2285,3.2897,9.4981,0.5433,37.8823
2.24,-0.0447,-9.8371,4.2276,3.0929,9.5826,0.6051,36.1895
2.26,-0.0447,-9.8339,4.2267,2.8962,9.6672,0.6630,34.4201
2.28,-0.0447,-9.8310,4.2258,2.6996,9.7517,0.7170,32.5724
2.30,-0.0446,-9.8282,4.2249,2.5031,9.8362,0.7671,30.6449
2.32,-0.0446,-9.8257,4.2240,2.3065,9.9207,0.8132,28.6371
2.34,-0.0446,-9.8233,4.2231,2.1101,10.0051,0.8554,26.5491
2.36,-0.0446,-9.8211,4.2222,1.9137,10.0896,0.8937,24.3818
2.38,-0.0446,-9.8192,4.2213,1.7173,10.1740,0.9281,22.1370
2.40,-0.0445,-9.8174,4.2204,1.5209,10.2584,0.9585,19.8178
2.42,-0.0445,-9.8158,4.2195,1.3246,10.3428,0.9850,17.4283
2.44,-0.0445,-9.8144,4.2186,1.1283,10.4272,1.0075,14.9739
2.46,-0.0445,-9.8132,4.2178,0.9321,10.5115,1.0262,12.4613
2.48,-0.0445,-9.8122,4.2169,0.7358,10.5959,1.0409,9.8981
2.50,-0.0445,-9.8114,4.2160,0.5396,10.6802,1.0517,7.2935
2.52,-0.0444,-9.8107,4.2151,0.3434,10.7645,1.0585,4.6573
2.54,-0.0444,-9.8103,4.2142,0.1472,10.8488,1.0615,2.0001
2.56,-0.0444,-9.8101,4.2133,-0.0490,10.9330,1.0605,-0.6667
2.58,-0.0444,-9.8100,4.2124,-0.2452,11.0173,1.0556,-3.3318
2.60,-0.0444,-9.8098,4.2115,-0.4414,11.1015,1.0468,-5.9835
2.62,-0.0443,-9.8095,4.2107,-0.6376,11.1857,1.0340,-8.6108
2.64,-0.0443,-9.8090,4.2098,-0.8338,11.2699,1.0173,-11.2031
2.66,-0.0443,-9.8083,4.2089,-1.0300,11.3541,0.9967,-13.7507
2.68,-0.0443,-9.8073,4.2080,-1.2261,11.4383,0.9722,-16.2449
2.70,-0.0443,-9.8062,4.2071,-1.4222,11.5224,0.9438,-18.6781
2.72,-0.0442,-9.8049,4.2062,-1.6183,11.6065,0.9114,-21.0441
2.74,-0.0442,-9.8035,4.2053,-1.8144,11.6906,0.8751,-23.3379
2.76,-0.0442,-9.8018,4.2045,-2.0104,11.7747,0.8349,-25.5556
2.78,-0.0442,-9.7999,4.2036,-2.2064,11.8588,0.7908,-27.6948
2.80,-0.0442,-9.7978,4.2027,-2.4024,11.9429,0.7427,-29.7537
2.82,-0.0442,-9.7956,4.2018,-2.5983,12.0269,0.6908,-31.7317
2.84,-0.0441,-9.7931,4.2009,-2.7942,12.1109,0.6349,-33.6291
2.86,-0.0441,-9.7905,4.2000,-2.9900,12.1949,0.5751,-35.4468
2.88,-0.0441,-9.7877,4.1992,-3.1857,12.2789,0.5114,-37.1861
2.90,-0.0441,-9.7846,4.1983,-3.3814,12.3629,0.4438,-38.8490
2.92,-0.0441,-9.7814,4.1974,-3.5770,12.4468,0.3722,-40.4379
2.94,-0.0440,-9.7780,4.1965,-3.7726,12.5307,0.2968,-41.9551
2.96,-0.0440,-9.7744,4.1956,-3.9681,12.6146,0.2174,-43.4035
2.98,-0.0440,-9.7706,4.1948,-4.1635,12.6985,0.1341,-44.7858
3.00,-0.0440,-9.7667,4.1939,-4.3588,12.7824,0.0469,-46.1050
3.02,-0.0440,-9.7625,4.1930,3.8710,12.8663,0.0000,-47.3640
3.04,-0.0440,-9.8475,4.1921,3.6740,12.9501,0.0735,41.2318
3.06,-0.0439,-9.8437,4.1912,3.4772,13.0339,0.1430,39.6800
3.08,-0.0439,-9.8402,4.1904,3.2804,13.1178,0.2086,38.0550
3.10,-0.0439,-9.8369,4.1895,3.0836,13.2015,0.2703,36.3545
3.12,-0.0439,-9.8338,4.1886,2.8869,13.2853,0.3280,34.5760
3.14,-0.0439,-9.8308,4.1877,2.6903,13.3691,0.3818,32.7179
3.16,-0.0438,-9.8281,4.1868,2.4938,13.4528,0.4317,30.7788
3.18,-0.0438,-9.8255,4.1860,2.2972,13.5365,0.4777,28.7578
3.20,-0.0438,-9.8232,4.1851,2.1008,13.6202,0.5197,26.6552
3.22,-0.0438,-9.8210,4.1842,1.9044,13.7039,0.5578,24.4717
3.24,-0.0438,-9.8191,4.1833,1.7080,13.7876,0.5919,22.2093
3.26,-0.0438,-9.8173,4.1825,1.5116,13.8712,0.6222,19.8710
3.28,-0.0437,-9.8157,4.1816,1.3153,13.9549,0.6485,17.4610
3.30,-0.0437,-9.8143,4.1807,1.1190,14.0385,0.6709,14.9848
3.32,-0.0437,-9.8131,4.1798,0.9228,14.1221,0.6893,12.4493
3.34,-0.0437,-9.8121,4.1790,0.7265,14.2056,0.7038,9.8625
3.36,-0.0437,-9.8113,4.1781,0.5303,14.2892,0.7144,7.2336
3.38,-0.0436,-9.8107,4.1772,0.3341,14.3728,0.7211,4.5727
3.40,-0.0436,-9.8103,4.1764,0.1379,14.4563,0.7239,1.8909
3.42,-0.0436,-9.8100,4.1755,-0.0583,14.5398,0.7227,-0.8002
3.44,-0.0436,-9.8100,4.1746,-0.2545,14.6233,0.7176,-3.4889
3.46,-0.0436,-9.8098,4.1737,-0.4507,14.7068,0.7086,-6.1634
3.48,-0.0436,-9.8095,4.1729,-0.6469,14.7902,0.6957,-8.8122
3.50,-0.0435,-9.8090,4.1720,-0.8431,14.8737,0.6788,-11.4246
3.52,-0.0435,-9.8082,4.1711,-1.0392,14.9571,0.6580,-13.9905
3.54,-0.0435,-9.8073,4.1703,-1.2354,15.0405,0.6333,-16.5014
3.56,-0.0435,-9.8062,4.1694,-1.4315,15.1239,0.6047,-18.9494
3.58,-0.0435,-9.8049,4.1685,-1.6276,15.2072,0.5721,-21.3284
3.60,-0.0434,-9.8034,4.1676,-1.8237,15.2906,0.5357,-23.6333
3.62,-0.0434,-9.8017,4.1668,-2.0197,15.3739,0.4953,-25.8603
3.64,-0.0434,-9.7998,4.1659,-2.2157,15.4572,0.4510,-28.0070
3.66,-0.0434,-9.7977,4.1650,-2.4117,15.5406,0.4027,-30.0719
3.68,-0.0434,-9.7955,4.1642,-2.6076,15.6238,0.3506,-32.0545
3.70,-0.0434,-9.7930,4.1633,-2.8034,15.7071,0.2945,-33.9550
3.72,-0.0433,-9.7904,4.1624,-2.9992,15.7903,0.2345,-35.7746
3.74,-0.0433,-9.7875,4.1616,-3.1950,15.8736,0.1706,-37.5148
3.76,-0.0433,-9.7845,4.1607,-3.3907,15.9568,0.1028,-39.1776
3.78,-0.0433,-9.7813,4.1598,-3.5863,16.0400,0.0311,-40.7655
3.80,-0.0433,-9.7778,4.1590,3.2146,16.1232,0.0000,-42.2810
3.82,-0.0432,-9.8358,4.1581,3.0179,16.2063,0.0604,35.9713
3.84,-0.0432,-9.8328,4.1573,2.8212,16.2895,0.1168,34.1618
3.86,-0.0432,-9.8299,4.1564,2.6246,16.3726,0.1693,32.2710
3.88,-0.0432,-9.8272,4.1555,2.4281,16.4557,0.2178,30.2977
3.90,-0.0432,-9.8247,4.1547,2.2316,16.5388,0.2625,28.2414
3.92,-0.0432,-9.8224,4.1538,2.0351,16.6219,0.3032,26.1023
3.94,-0.0431,-9.8204,4.1529,1.8387,16.7049,0.3399,23.8815
3.96,-0.0431,-9.8185,4.1521,1.6424,16.7880,0.3728,21.5813
3.98,-0.0431,-9.8167,4.1512,1.4460,16.8710,0.4017,19.2051
4.00,-0.0431,-9.8152,4.1503,1.2497,16.9540,0.4267,16.7576
4.02,-0.0431,-9.8139,4.1495,1.0534,17.0370,0.4478,14.2448
4.04,-0.0430,-9.8128,4.1486,0.8572,17.1200,0.4649,11.6740
4.06,-0.0430,-9.8118,4.1478,0.6609,17.2029,0.4781,9.0539
4.08,-0.0430,-9.8111,4.1469,0.4647,17.2859,0.4874,6.3941
4.10,-0.0430,-9.8105,4.1460,0.2685,17.3688,0.4928,3.7054
4.12,-0.0430,-9.8102,4.1452,0.0723,17.4517,0.4942,0.9993
4.14,-0.0430,-9.8100,4.1443,-0.1239,17.5346,0.4918,-1.7124
4.16,-0.0429,-9.8100,4.1435,-0.3201,17.6175,0.4854,-4.4175
4.18,-0.0429,-9.8097,4.1426,-0.5163,17.7003,0.4750,-7.1041
4.20,-0.0429,-9.8093,4.1418,-0.7125,17.7831,0.4608,-9.7607
4.22,-0.0429,-9.8087,4.1409,-0.9087,17.8660,0.4426,-12.3765
4.24,-0.0429,-9.8079,4.1400,-1.1048,17.9488,0.4205,-14.9418
4.26,-0.0428,-9.8069,4.1392,-1.3009,18.0315,0.3945,-17.4480
4.28,-0.0428,-9.8058,4.1383,-1.4971,18.1143,0.3646,-19.8879
4.30,-0.0428,-9.8044,4.1375,-1.6932,18.1971,0.3307,-22.2556
4.32,-0.0428,-9.8028,4.1366,-1.8892,18.2798,0.2929,-24.5464
4.34,-0.0428,-9.8011,4.1358,-2.0852,18.3625,0.2512,-26.7571
4.36,-0.0428,-9.7991,4.1349,-2.2812,18.4452,0.2056,-28.8854
4.38,-0.0427,-9.7970,4.1340,-2.4772,18.5279,0.1560,-30.9304
4.40,-0.0427,-9.7947,4.1332,-2.6730,18.6105,0.1026,-32.8918
4.42,-0.0427,-9.7921,4.1323,-2.8689,18.6932,0.0452,-34.7704
4.44,-0.0427,-9.7894,4.1315,2.6050,18.7758,0.0000,-36.5675
4.46,-0.0427,-9.8270,4.1306,2.4084,18.8584,0.0482,30.2451
4.48,-0.0427,-9.8245,4.1298,2.2119,18.9410,0.0924,28.1739
4.50,-0.0426,-9.8222,4.1289,2.0155,19.0236,0.1327,26.0190
4.52,-0.0426,-9.8202,4.1281,1.8191,19.1062,0.1691,23.7814
4.54,-0.0426,-9.8183,4.1272,1.6227,19.1887,0.2016,21.4637
4.56,-0.0426,-9.8166,4.1264,1.4264,19.2712,0.2301,19.0692
4.58,-0.0426,-9.8151,4.1255,1.2301,19.3538,0.2547,16.6029
4.60,-0.0425,-9.8138,4.1247,1.0338,19.4362,0.2754,14.0710
4.62,-0.0425,-9.8127,4.1238,0.8376,19.5187,0.2921,11.4809
4.64,-0.0425,-9.8118,4.1230,0.6413,19.6012,0.3049,8.8416
4.66,-0.0425,-9.8110,4.1221,0.4451,19.6836,0.3138,6.1630
4.68,-0.0425,-9.8105,4.1213,0.2489,19.7661,0.3188,3.4562
4.70,-0.0425,-9.8102,4.1204,0.0527,19.8485,0.3199,0.7328
4.72,-0.0424,-9.8100,4.1196,-0.1435,19.9309,0.3170,-1.9950
4.74,-0.0424,-9.8099,4.1187,-0.3397,20.0132,0.3102,-4.7149
4.76,-0.0424,-9.8097,4.1179,-0.5359,20.0956,0.2995,-7.4147
4.78,-0.0424,-9.8093,4.1170,-0.7321,20.1779,0.2849,-10.0828
4.80,-0.0424,-9.8087,4.1162,-0.9283,20.2602,0.2663,-12.7084
4.82,-0.0424,-9.8078,4.1153,-1.1244,20.3426,0.2438,-15.2816
4.84,-0.0423,-9.8068,4.1145,-1.3205,20.4248,0.2174,-17.7941
4.86,-0.0423,-9.8056,4.1136,-1.5167,20.5071,0.1871,-20.2384
4.88,-0.0423,-9.8042,4.1128,-1.7127,20.5894,0.1528,-22.6090
4.90,-0.0423,-9.8027,4.1119,-1.9088,20.6716,0.1146,-24.9011
4.92,-0.0423,-9.8009,4.1111,-2.1048,20.7538,0.0725,-27.1117
4.94,-0.0423,-9.7989,4.1103,-2.3008,20.8360,0.0265,-29.2388
4.96,-0.0422,-9.7968,4.1094,2.1222,20.9182,0.0000,-31.2814
4.98,-0.0422,-9.8213,4.1086,1.9258,21.0004,0.0385,25.1137
5.00,-0.0422,-9.8193,4.1077,1.7294,21.0826,0.0731,22.8318
5.02,-0.0422,-9.8175,4.1069,1.5331,21.1647,0.1038,20.4701
5.04,-0.0422,-9.8159,4.1060,1.3367,21.2468,0.1305,18.0329
5.06,-0.0421,-9.8145,4.1052,1.1405,21.3289,0.1533,15.5257
5.08,-0.0421,-9.8133,4.1043,0.9442,21.4110,0.1722,12.9552
5.10,-0.0421,-9.8122,4.1035,0.7479,21.4931,0.1872,10.3298
5.12,-0.0421,-9.8114,4.1027,0.5517,21.5751,0.1982,7.6590
5.14,-0.0421,-9.8108,4.1018,0.3555,21.6572,0.2053,4.9534
5.16,-0.0421,-9.8103,4.1010,0.1593,21.7392,0.2085,2.2244
5.18,-0.0420,-9.8101,4.1001,-0.0369,21.8212,0.2077,-0.5158
5.20,-0.0420,-9.8100,4.0993,-0.2331,21.9032,0.2031,-3.2547
5.22,-0.0420,-9.8099,4.0985,-0.4293,21.9851,0.1945,-5.9798
5.24,-0.0420,-9.8095,4.0976,-0.6255,22.0671,0.1820,-8.6792
5.26,-0.0420,-9.8090,4.0968,-0.8217,22.1490,0.1656,-11.3412
5.28,-0.0420,-9.8083,4.0959,-1.0178,22.2309,0.1452,-13.9554
5.30,-0.0419,-9.8074,4.0951,-1.2140,22.3128,0.1209,-16.5125
5.32,-0.0419,-9.8063,4.0943,-1.4101,22.3947,0.0927,-19.0044
5.34,-0.0419,-9.8050,4.0934,-1.6062,22.4766,0.0606,-21.4246
5.36,-0.0419,-9.8036,4.0926,-1.8023,22.5584,0.0245,-23.7677
5.38,-0.0419,-9.8019,4.0917,1.6986,22.6403,0.0000,-26.0300
5.40,-0.0419,-9.8172,4.0909,1.5022,22.7221,0.0300,20.1639
5.42,-0.0418,-9.8156,4.0901,1.3059,22.8039,0.0562,17.7078
5.44,-0.0418,-9.8143,4.0892,1.1096,22.8857,0.0784,15.1819
5.46,-0.0418,-9.8131,4.0884,0.9134,22.9675,0.0966,12.5934
5.48,-0.0418,-9.8121,4.0876,0.7171,23.0492,0.1110,9.9509
5.50,-0.0418,-9.8113,4.0867,0.5209,23.1309,0.1214,7.2639
5.52,-0.0418,-9.8107,4.0859,0.3247,23.2127,0.1279,4.5436
5.54,-0.0417,-9.8103,4.0851,0.1285,23.2944,0.1304,1.8015
5.56,-0.0417,-9.8100,4.0842,-0.0677,23.3760,0.1291,-0.9498
5.58,-0.0417,-9.8100,4.0834,-0.2639,23.4577,0.1238,-3.6979
5.60,-0.0417,-9.8098,4.0826,-0.4601,23.5394,0.1146,-6.4302
5.62,-0.0417,-9.8095,4.0817,-0.6563,23.6210,0.1015,-9.1344
5.64,-0.0417,-9.8089,4.0809,-0.8525,23.7026,0.0844,-11.7991
5.66,-0.0416,-9.8082,4.0801,-1.0486,23.7842,0.0635,-14.4140
5.68,-0.0416,-9.8073,4.0792,-1.2448,23.8658,0.0386,-16.9697
5.70,-0.0416,-9.8061,4.0784,-1.4409,23.9474,0.0098,-19.4585
5.72,-0.0416,-9.8048,4.0776,1.3915,24.0289,0.0000,-21.8738
5.74,-0.0416,-9.8148,4.0767,1.1952,24.1105,0.0239,16.3393
5.76,-0.0415,-9.8136,4.0759,0.9989,24.1920,0.0439,13.7701
5.78,-0.0415,-9.8125,4.0751,0.8026,24.2735,0.0599,11.1425
5.80,-0.0415,-9.8116,4.0742,0.6064,24.3550,0.0721,8.4657
5.82,-0.0415,-9.8109,4.0734,0.4102,24.4364,0.0803,5.7502
5.84,-0.0415,-9.8104,4.0726,0.2140,24.5179,0.0845,3.0076
5.86,-0.0415,-9.8101,4.0718,0.0178,24.5993,0.0849,0.2501
5.88,-0.0414,-9.8100,4.0709,-0.1784,24.6807,0.0813,-2.5096
5.90,-0.0414,-9.8099,4.0701,-0.3746,24.7621,0.0738,-5.2589
5.92,-0.0414,-9.8096,4.0693,-0.5708,24.8435,0.0624,-7.9851
5.94,-0.0414,-9.8092,4.0684,-0.7670,24.9249,0.0471,-10.6764
5.96,-0.0414,-9.8085,4.0676,-0.9632,25.0062,0.0278,-13.3217
5.98,-0.0414,-9.8077,4.0668,-1.1593,25.0876,0.0046,-15.9114
6.00,-0.0413,-9.8066,4.0660,1.1521,25.1689,0.0000,-18.4367
6.02,-0.0413,-9.8133,4.0651,0.9559,25.2502,0.0191,13.2321
6.04,-0.0413,-9.8123,4.0643,0.7596,25.3315,0.0343,10.5866
6.06,-0.0413,-9.8114,4.0635,0.5634,25.4128,0.0456,7.8937
6.08,-0.0413,-9.8108,4.0627,0.3672,25.4940,0.0529,5.1644
6.10,-0.0413,-9.8103,4.0618,0.1710,25.5752,0.0563,2.4104
6.12,-0.0412,-9.8101,4.0610,-0.0252,25.6565,0.0558,-0.3559
6.14,-0.0412,-9.8100,4.0602,-0.2214,25.7377,0.0514,-3.1216
6.16,-0.0412,-9.8099,4.0594,-0.4176,25.8189,0.0431,-5.8739
6.18,-0.0412,-9.8096,4.0585,-0.6138,25.9000,0.0308,-8.6003
6.20,-0.0412,-9.8091,4.0577,-0.8100,25.9812,0.0146,-11.2889
6.22,-0.0412,-9.8084,4.0569,0.8552,26.0623,0.0000,-13.9291
6.24,-0.0411,-9.8118,4.0561,0.6590,26.1434,0.0132,9.2284
6.26,-0.0411,-9.8111,4.0552,0.4628,26.2245,0.0224,6.5104
6.28,-0.0411,-9.8105,4.0544,0.2666,26.3056,0.0278,3.7617
6.30,-0.0411,-9.8102,4.0536,0.0704,26.3867,0.0292,0.9945
6.32,-0.0411,-9.8100,4.0528,-0.1258,26.4678,0.0267,-1.7784
6.34,-0.0411,-9.8100,4.0519,-0.3220,26.5488,0.0202,-4.5441
6.36,-0.0410,-9.8097,4.0511,-0.5182,26.6298,0.0099,-7.2898
6.38,-0.0410,-9.8093,4.0503,0.6073,26.7108,0.0000,-10.0032
6.40,-0.0410,-9.8109,4.0495,0.4110,26.7918,0.0082,5.7958
6.42,-0.0410,-9.8104,4.0487,0.2148,26.8728,0.0125,3.0373
6.44,-0.0410,-9.8101,4.0478,0.0186,26.9537,0.0129,0.2636
6.46,-0.0410,-9.8100,4.0470,-0.1776,27.0347,0.0093,-2.5124
6.48,-0.0409,-9.8099,4.0462,-0.3738,27.1156,0.0019,-5.2778
6.50,-0.0409,-9.8097,4.0454,0.4845,27.1965,0.0000,-8.0198
6.52,-0.0409,-9.8097,4.0446,0.0000,27.2774,0.0000,0.0000
6.54,-0.0409,-9.8097,4.0438,0.0000,27.3583,0.0000,0.0000
6.56,-0.0409,-9.8097,4.0429,0.0000,27.4391,0.0000,0.0000
6.58,-0.0409,-9.8097,4.0421,0.0000,27.5200,0.0000,0.0000
6.60,-0.0408,-9.8097,4.0413,0.0000,27.6008,0.0000,0.0000
