time,accel_x,accel_y,vel_x,vel_y,dis_x,dis_y,ang
0.74,-0.1818,-9.4542,8.5237,-12.1185,6.3564,23.5812,-54.8789
0.76,-0.1816,-9.4429,8.5200,-12.3074,6.5268,23.3351,-55.3062
0.78,-0.1815,-9.4313,8.5164,-12.4960,6.6972,23.0851,-55.7243
0.80,-0.1813,-9.4196,8.5128,-12.6844,6.8674,22.8315,-56.1335
0.82,-0.1812,-9.4078,8.5092,-12.8725,7.0376,22.5740,-56.5340
0.84,-0.1810,-9.3957,8.5055,-13.0604,7.2077,22.3128,-56.9260
0.86,-0.1809,-9.3836,8.5019,-13.2481,7.3778,22.0478,-57.3098
0.88,-0.1807,-9.3712,8.4983,-13.4355,7.5477,21.7791,-57.6856
0.90,-0.1806,-9.3587,8.4947,-13.6227,7.7176,21.5067,-58.0536
0.92,-0.1804,-9.3461,8.4911,-13.8096,7.8874,21.2305,-58.4140
0.94,-0.1802,-9.3332,8.4875,-13.9963,8.0572,20.9505,-58.7670
0.96,-0.1801,-9.3203,8.4839,-14.1827,8.2269,20.6669,-59.1127
0.98,-0.1799,-9.3071,8.4803,-14.3688,8.3965,20.3795,-59.4515
1.00,-0.1798,-9.2938,8.4767,-14.5547,8.5660,20.0884,-59.7834
1.02,-0.1796,-9.2804,8.4731,-14.7403,8.7355,19.7936,-60.1087
1.04,-0.1795,-9.2668,8.4695,-14.9257,8.9049,19.4951,-60.4274
1.06,-0.1793,-9.2531,8.4659,-15.1107,9.0742,19.1929,-60.7399
1.08,-0.1792,-9.2392,8.4623,-15.2955,9.2434,18.8870,-61.0461
1.10,-0.1790,-9.2251,8.4588,-15.4800,9.4126,18.5774,-61.3464
1.12,-0.1789,-9.2109,8.4552,-15.6642,9.5817,18.2641,-61.6409
1.14,-0.1787,-9.1966,8.4516,-15.8482,9.7507,17.9471,-61.9296
1.16,-0.1786,-9.1821,8.4480,-16.0318,9.9197,17.6265,-62.2128
1.18,-0.1784,-9.1675,8.4445,-16.2152,10.0886,17.3022,-62.4906
1.20,-0.1783,-9.1527,8.4409,-16.3982,10.2574,16.9742,-62.7631
1.22,-0.1781,-9.1377,8.4373,-16.5810,10.4261,16.6426,-63.0304
1.24,-0.1780,-9.1227,8.4338,-16.7634,10.5948,16.3073,-63.2927
1.26,-0.1778,-9.1075,8.4302,-16.9456,10.7634,15.9684,-63.5502
1.28,-0.1777,-9.0921,8.4267,-17.1274,10.9320,15.6259,-63.8028
1.30,-0.1775,-9.0766,8.4231,-17.3089,11.1004,15.2797,-64.0509
1.32,-0.1774,-9.0610,8.4196,-17.4902,11.2688,14.9299,-64.2943
1.34,-0.1772,-9.0452,8.4160,-17.6711,11.4371,14.5765,-64.5334
1.36,-0.1771,-9.0293,8.4125,-17.8517,11.6054,14.2194,-64.7681
1.38,-0.1769,-9.0133,8.4089,-18.0319,11.7736,13.8588,-64.9986
1.40,-0.1768,-8.9971,8.4054,-18.2119,11.9417,13.4946,-65.2250
1.42,-0.1766,-8.9808,8.4019,-18.3915,12.1097,13.1267,-65.4474
1.44,-0.1765,-8.9644,8.3984,-18.5708,12.2777,12.7553,-65.6658
1.46,-0.1763,-8.9478,8.3948,-18.7497,12.4456,12.3803,-65.8805
1.48,-0.1762,-8.9311,8.3913,-18.9283,12.6134,12.0018,-66.0914
1.50,-0.1760,-8.9143,8.3878,-19.1066,12.7812,11.6196,-66.2986
1.52,-0.1759,-8.8973,8.3843,-19.2846,12.9488,11.2339,-66.5023
1.54,-0.1757,-8.8803,8.3807,-19.4622,13.1165,10.8447,-66.7025
1.56,-0.1756,-8.8631,8.3772,-19.6394,13.2840,10.4519,-66.8992
1.58,-0.1754,-8.8457,8.3737,-19.8164,13.4515,10.0556,-67.0927
1.60,-0.1753,-8.8283,8.3702,-19.9929,13.6189,9.6557,-67.2829
1.62,-0.1752,-8.8107,8.3667,-20.1691,13.7862,9.2523,-67.4700
1.64,-0.1750,-8.7930,8.3632,-20.3450,13.9535,8.8454,-67.6539
1.66,-0.1749,-8.7752,8.3597,-20.5205,14.1207,8.4350,-67.8348
1.68,-0.1747,-8.7573,8.3562,-20.6956,14.2878,8.0211,-68.0127
1.70,-0.1746,-8.7392,8.3527,-20.8704,14.4549,7.6037,-68.1878
1.72,-0.1744,-8.7211,8.3492,-21.0449,14.6218,7.1828,-68.3600
1.74,-0.1743,-8.7028,8.3458,-21.2189,14.7888,6.7584,-68.5294
1.76,-0.1741,-8.6844,8.3423,-21.3926,14.9556,6.3306,-68.6962
1.78,-0.1740,-8.6659,8.3388,-21.5659,15.1224,5.8993,-68.8602
1.80,-0.1738,-8.6473,8.3353,-21.7389,15.2891,5.4645,-69.0217
1.82,-0.1737,-8.6286,8.3318,-21.9114,15.4557,5.0263,-69.1806
1.84,-0.1735,-8.6097,8.3284,-22.0836,15.6223,4.5846,-69.3371
1.86,-0.1734,-8.5908,8.3249,-22.2554,15.7888,4.1395,-69.4911
1.88,-0.1733,-8.5717,8.3214,-22.4269,15.9552,3.6909,-69.6427
1.90,-0.1731,-8.5526,8.3180,-22.5979,16.1216,3.2390,-69.7920
1.92,-0.1730,-8.5333,8.3145,-22.7686,16.2879,2.7836,-69.9391
1.94,-0.1728,-8.5140,8.3111,-22.9389,16.4541,2.3248,-70.0839
1.96,-0.1727,-8.4945,8.3076,-23.1088,16.6202,1.8627,-70.2265
1.98,-0.1725,-8.4750,8.3042,-23.2783,16.7863,1.3971,-70.3669
2.00,-0.1724,-8.4553,8.3007,-23.4474,16.9523,0.9281,-70.5053
2.02,-0.1723,-8.4356,8.2973,-23.6161,17.1183,0.4558,-70.6416
2.04,-0.1721,-8.4157,8.2938,-23.7844,17.2842,-0.0199,-70.7759
2.06,-0.1720,-8.3958,8.2904,-23.9523,17.4500,-0.4989,-70.9082
2.08,-0.1718,-8.3757,8.2870,-24.1198,17.6157,-0.9813,-71.0386
2.10,-0.1717,-8.3556,8.2835,-24.2869,17.7814,-1.4671,-71.1671
2.12,-0.1715,-8.3354,8.2801,-24.4536,17.9470,-1.9561,-71.2937
2.14,-0.1714,-8.3150,8.2767,-24.6199,18.1125,-2.4485,-71.4185
2.16,-0.1713,-8.2946,8.2732,-24.7858,18.2780,-2.9442,-71.5416
2.18,-0.1711,-8.2742,8.2698,-24.9513,18.4434,-3.4433,-71.6629
2.20,-0.1710,-8.2536,8.2664,-25.1164,18.6087,-3.9456,-71.7824
2.22,-0.1708,-8.2329,8.2630,-25.2810,18.7740,-4.4512,-71.9003
2.24,-0.1707,-8.2122,8.2596,-25.4453,18.9391,-4.9601,-72.0165
2.26,-0.1706,-8.1913,8.2561,-25.6091,19.1043,-5.4723,-72.1311
2.28,-0.1704,-8.1704,8.2527,-25.7725,19.2693,-5.9878,-72.2442
2.30,-0.1703,-8.1494,8.2493,-25.9355,19.4343,-6.5065,-72.3556
2.32,-0.1701,-8.1284,8.2459,-26.0981,19.5992,-7.0284,-72.4656
2.34,-0.1700,-8.1072,8.2425,-26.2602,19.7641,-7.5536,-72.5740
2.36,-0.1698,-8.0860,8.2391,-26.4219,19.9289,-8.0821,-72.6810
2.38,-0.1697,-8.0647,8.2357,-26.5832,20.0936,-8.6137,-72.7865
2.40,-0.1696,-8.0433,8.2324,-26.7441,20.2582,-9.1486,-72.8906
2.42,-0.1694,-8.0219,8.2290,-26.9045,20.4228,-9.6867,-72.9933
2.44,-0.1693,-8.0004,8.2256,-27.0646,20.5873,-10.2280,-73.0947
2.46,-0.1692,-7.9788,8.2222,-27.2241,20.7518,-10.7725,-73.1947
2.48,-0.1690,-7.9571,8.2188,-27.3833,20.9161,-11.3201,-73.2934
2.50,-0.1689,-7.9354,8.2154,-27.5420,21.0804,-11.8710,-73.3908
2.52,-0.1687,-7.9136,8.2121,-27.7003,21.2447,-12.4250,-73.4869
2.54,-0.1686,-7.8917,8.2087,-27.8581,21.4089,-12.9822,-73.5818
2.56,-0.1685,-7.8698,8.2053,-28.0155,21.5730,-13.5425,-73.6755
2.58,-0.1683,-7.8478,8.2020,-28.1724,21.7370,-14.1059,-73.7679
2.60,-0.1682,-7.8258,8.1986,-28.3290,21.9010,-14.6725,-73.8592
2.62,-0.1680,-7.8037,8.1952,-28.4850,22.0649,-15.2422,-73.9493
2.64,-0.1679,-7.7815,8.1919,-28.6407,22.2287,-15.8150,-74.0383
2.66,-0.1678,-7.7593,8.1885,-28.7958,22.3925,-16.3909,-74.1261
2.68,-0.1676,-7.7370,8.1852,-28.9506,22.5562,-16.9699,-74.2129
2.70,-0.1675,-7.7147,8.1818,-29.1049,22.7198,-17.5520,-74.2985
2.72,-0.1674,-7.6923,8.1785,-29.2587,22.8834,-18.1372,-74.3831
2.74,-0.1672,-7.6698,8.1751,-29.4121,23.0469,-18.7254,-74.4667
2.76,-0.1671,-7.6473,8.1718,-29.5651,23.2103,-19.3167,-74.5492
2.78,-0.1669,-7.6248,8.1684,-29.7176,23.3737,-19.9111,-74.6307
2.80,-0.1668,-7.6022,8.1651,-29.8696,23.5370,-20.5085,-74.7112
2.82,-0.1667,-7.5795,8.1618,-30.0212,23.7002,-21.1089,-74.7908
2.84,-0.1665,-7.5568,8.1584,-30.1723,23.8634,-21.7124,-74.8693
2.86,-0.1664,-7.5341,8.1551,-30.3230,24.0265,-22.3188,-74.9470
2.88,-0.1663,-7.5113,8.1518,-30.4732,24.1896,-22.9283,-75.0237
2.90,-0.1661,-7.4885,8.1485,-30.6230,24.3525,-23.5407,-75.0995
2.92,-0.1660,-7.4656,8.1451,-30.7723,24.5154,-24.1562,-75.1743
2.94,-0.1659,-7.4427,8.1418,-30.9212,24.6783,-24.7746,-75.2483
2.96,-0.1657,-7.4197,8.1385,-31.0696,24.8410,-25.3960,-75.3215
2.98,-0.1656,-7.3967,8.1352,-31.2175,25.0037,-26.0204,-75.3937
3.00,-0.1655,-7.3737,8.1319,-31.3650,25.1664,-26.6477,-75.4651
3.02,-0.1653,-7.3506,8.1286,-31.5120,25.3289,-27.2779,-75.5357
3.04,-0.1652,-7.3275,8.1253,-31.6585,25.4914,-27.9111,-75.6055
3.06,-0.1651,-7.3043,8.1220,-31.8046,25.6539,-28.5472,-75.6745
3.08,-0.1649,-7.2812,8.1187,-31.9502,25.8163,-29.1862,-75.7427
3.10,-0.1648,-7.2580,8.1154,-32.0954,25.9786,-29.8281,-75.8101
3.12,-0.1646,-7.2347,8.1121,-32.2401,26.1408,-30.4729,-75.8767
3.14,-0.1645,-7.2114,8.1088,-32.3843,26.3030,-31.1206,-75.9426
3.16,-0.1644,-7.1881,8.1055,-32.5281,26.4651,-31.7711,-76.0077
3.18,-0.1642,-7.1648,8.1022,-32.6714,26.6271,-32.4246,-76.0721
3.20,-0.1641,-7.1415,8.0990,-32.8142,26.7891,-33.0808,-76.1358
3.22,-0.1640,-7.1181,8.0957,-32.9566,26.9510,-33.7400,-76.1988
3.24,-0.1638,-7.0947,8.0924,-33.0985,27.1129,-34.4019,-76.2610
3.26,-0.1637,-7.0712,8.0891,-33.2399,27.2747,-35.0667,-76.3226
3.28,-0.1636,-7.0478,8.0858,-33.3808,27.4364,-35.7344,-76.3835
3.30,-0.1635,-7.0243,8.0826,-33.5213,27.5980,-36.4048,-76.4437
3.32,-0.1633,-7.0008,8.0793,-33.6614,27.7596,-37.0780,-76.5033
3.34,-0.1632,-6.9773,8.0760,-33.8009,27.9211,-37.7540,-76.5622
3.36,-0.1631,-6.9537,8.0728,-33.9400,28.0826,-38.4328,-76.6205
3.38,-0.1629,-6.9302,8.0695,-34.0786,28.2440,-39.1144,-76.6782
3.40,-0.1628,-6.9066,8.0663,-34.2167,28.4053,-39.7987,-76.7352
3.42,-0.1627,-6.8830,8.0630,-34.3544,28.5666,-40.4858,-76.7917
3.44,-0.1625,-6.8594,8.0598,-34.4916,28.7278,-41.1756,-76.8475
3.46,-0.1624,-6.8358,8.0565,-34.6283,28.8889,-41.8682,-76.9027
3.48,-0.1623,-6.8122,8.0533,-34.7645,29.0500,-42.5635,-76.9574
3.50,-0.1621,-6.7886,8.0500,-34.9003,29.2110,-43.2615,-77.0114
3.52,-0.1620,-6.7649,8.0468,-35.0356,29.3719,-43.9622,-77.0649
3.54,-0.1619,-6.7413,8.0436,-35.1704,29.5328,-44.6656,-77.1179
3.56,-0.1617,-6.7176,8.0403,-35.3048,29.6936,-45.3717,-77.1703
3.58,-0.1616,-6.6939,8.0371,-35.4386,29.8543,-46.0805,-77.2221
3.60,-0.1615,-6.6703,8.0339,-35.5721,30.0150,-46.7919,-77.2734
3.62,-0.1614,-6.6466,8.0306,-35.7050,30.1756,-47.5060,-77.3242
3.64,-0.1612,-6.6229,8.0274,-35.8374,30.3362,-48.2228,-77.3744
3.66,-0.1611,-6.5992,8.0242,-35.9694,30.4966,-48.9422,-77.4242
3.68,-0.1610,-6.5755,8.0210,-36.1009,30.6571,-49.6642,-77.4734
3.70,-0.1608,-6.5518,8.0177,-36.2320,30.8174,-50.3888,-77.5221
3.72,-0.1607,-6.5281,8.0145,-36.3625,30.9777,-51.1161,-77.5704
3.74,-0.1606,-6.5044,8.0113,-36.4926,31.1379,-51.8459,-77.6181
3.76,-0.1605,-6.4807,8.0081,-36.6222,31.2981,-52.5784,-77.6654
3.78,-0.1603,-6.4570,8.0049,-36.7514,31.4582,-53.3134,-77.7122
3.80,-0.1602,-6.4333,8.0017,-36.8800,31.6182,-54.0510,-77.7585
3.82,-0.1601,-6.4097,7.9985,-37.0082,31.7782,-54.7912,-77.8044
3.84,-0.1599,-6.3860,7.9953,-37.1360,31.9381,-55.5339,-77.8498
3.86,-0.1598,-6.3623,7.9921,-37.2632,32.0979,-56.2792,-77.8948
3.88,-0.1597,-6.3386,7.9889,-37.3900,32.2577,-57.0270,-77.9393
3.90,-0.1596,-6.3150,7.9857,-37.5163,32.4174,-57.7773,-77.9834
3.92,-0.1594,-6.2913,7.9825,-37.6421,32.5771,-58.5301,-78.0270
3.94,-0.1593,-6.2677,7.9793,-37.7675,32.7367,-59.2855,-78.0702
3.96,-0.1592,-6.2440,7.9762,-37.8923,32.8962,-60.0433,-78.1130
3.98,-0.1590,-6.2204,7.9730,-38.0167,33.0557,-60.8037,-78.1554
4.00,-0.1589,-6.1968,7.9698,-38.1407,33.2151,-61.5665,-78.1974
4.02,-0.1588,-6.1732,7.9666,-38.2641,33.3744,-62.3317,-78.2390
4.04,-0.1587,-6.1496,7.9635,-38.3871,33.5337,-63.0995,-78.2802
4.06,-0.1585,-6.1261,7.9603,-38.5097,33.6929,-63.8697,-78.3209
4.08,-0.1584,-6.1025,7.9571,-38.6317,33.8520,-64.6423,-78.3613
4.10,-0.1583,-6.0790,7.9540,-38.7533,34.0111,-65.4174,-78.4014
4.12,-0.1582,-6.0555,7.9508,-38.8744,34.1701,-66.1949,-78.4410
4.14,-0.1580,-6.0320,7.9476,-38.9950,34.3291,-66.9748,-78.4803
4.16,-0.1579,-6.0085,7.9445,-39.1152,34.4879,-67.7571,-78.5191
4.18,-0.1578,-5.9850,7.9413,-39.2349,34.6468,-68.5418,-78.5577
4.20,-0.1577,-5.9616,7.9382,-39.3541,34.8055,-69.3289,-78.5958
4.22,-0.1575,-5.9381,7.9350,-39.4729,34.9642,-70.1183,-78.6337
4.24,-0.1574,-5.9147,7.9319,-39.5912,35.1229,-70.9101,-78.6711
4.26,-0.1573,-5.8913,7.9287,-39.7090,35.2814,-71.7043,-78.7082
4.28,-0.1572,-5.8680,7.9256,-39.8264,35.4400,-72.5008,-78.7450
4.30,-0.1570,-5.8446,7.9224,-39.9433,35.5984,-73.2997,-78.7814
4.32,-0.1569,-5.8213,7.9193,-40.0597,35.7568,-74.1009,-78.8175
4.34,-0.1568,-5.7981,7.9162,-40.1757,35.9151,-74.9044,-78.8533
4.36,-0.1567,-5.7748,7.9130,-40.2912,36.0734,-75.7102,-78.8888
4.38,-0.1565,-5.7516,7.9099,-40.4062,36.2316,-76.5184,-78.9239
4.40,-0.1564,-5.7284,7.9068,-40.5208,36.3897,-77.3288,-78.9587
4.42,-0.1563,-5.7052,7.9036,-40.6349,36.5478,-78.1415,-78.9932
4.44,-0.1562,-5.6820,7.9005,-40.7485,36.7058,-78.9565,-79.0274
4.46,-0.1560,-5.6589,7.8974,-40.8617,36.8637,-79.7737,-79.0612
4.48,-0.1559,-5.6358,7.8943,-40.9744,37.0216,-80.5932,-79.0948
4.50,-0.1558,-5.6127,7.8912,-41.0866,37.1794,-81.4149,-79.1281
4.52,-0.1557,-5.5897,7.8880,-41.1984,37.3372,-82.2389,-79.1611
4.54,-0.1556,-5.5667,7.8849,-41.3098,37.4949,-83.0651,-79.1937
4.56,-0.1554,-5.5438,7.8818,-41.4207,37.6525,-83.8935,-79.2261
4.58,-0.1553,-5.5208,7.8787,-41.5311,37.8101,-84.7241,-79.2583
4.60,-0.1552,-5.4979,7.8756,-41.6410,37.9676,-85.5569,-79.2901
4.62,-0.1551,-5.4751,7.8725,-41.7505,38.1251,-86.3919,-79.3216
4.64,-0.1549,-5.4522,7.8694,-41.8596,38.2825,-87.2291,-79.3529
4.66,-0.1548,-5.4294,7.8663,-41.9682,38.4398,-88.0685,-79.3839
4.68,-0.1547,-5.4067,7.8632,-42.0763,38.5971,-88.9100,-79.4147
4.70,-0.1546,-5.3840,7.8601,-42.1840,38.7543,-89.7537,-79.4451
4.72,-0.1545,-5.3613,7.8570,-42.2912,38.9114,-90.5995,-79.4753
4.74,-0.1543,-5.3386,7.8540,-42.3980,39.0685,-91.4475,-79.5053
4.76,-0.1542,-5.3160,7.8509,-42.5043,39.2255,-92.2976,-79.5350
4.78,-0.1541,-5.2935,7.8478,-42.6102,39.3825,-93.1498,-79.5644
4.80,-0.1540,-5.2709,7.8447,-42.7156,39.5393,-94.0041,-79.5936
4.82,-0.1538,-5.2484,7.8416,-42.8205,39.6962,-94.8605,-79.6225
4.84,-0.1537,-5.2260,7.8386,-42.9251,39.8530,-95.7190,-79.6512
4.86,-0.1536,-5.2036,7.8355,-43.0291,40.0097,-96.5796,-79.6797
4.88,-0.1535,-5.1812,7.8324,-43.1328,40.1663,-97.4422,-79.7079
4.90,-0.1534,-5.1589,7.8294,-43.2359,40.3229,-98.3069,-79.7359
4.92,-0.1532,-5.1366,7.8263,-43.3387,40.4794,-99.1737,-79.7636
4.94,-0.1531,-5.1144,7.8232,-43.4410,40.6359,-100.0425,-79.7911
4.96,-0.1530,-5.0922,7.8202,-43.5428,40.7923,-100.9134,-79.8184
4.98,-0.1529,-5.0701,7.8171,-43.6442,40.9486,-101.7863,-79.8454
5.00,-0.1528,-5.0480,7.8141,-43.7452,41.1049,-102.6612,-79.8723
5.02,-0.1526,-5.0259,7.8110,-43.8457,41.2611,-103.5381,-79.8989
5.04,-0.1525,-5.0039,7.8079,-43.9458,41.4173,-104.4170,-79.9253
5.06,-0.1524,-4.9819,7.8049,-44.0454,41.5734,-105.2979,-79.9514
5.08,-0.1523,-4.9600,7.8019,-44.1446,41.7294,-106.1808,-79.9774
5.10,-0.1522,-4.9381,7.7988,-44.2434,41.8854,-107.0657,-80.0031
5.12,-0.1521,-4.9163,7.7958,-44.3417,42.0413,-107.9525,-80.0287
5.14,-0.1519,-4.8945,7.7927,-44.4396,42.1972,-108.8413,-80.0540
5.16,-0.1518,-4.8728,7.7897,-44.5370,42.3530,-109.7320,-80.0791
5.18,-0.1517,-4.8511,7.7867,-44.6341,42.5087,-110.6247,-80.1040
5.20,-0.1516,-4.8295,7.7836,-44.7307,42.6644,-111.5193,-80.1287
5.22,-0.1515,-4.8079,7.7806,-44.8268,42.8200,-112.4159,-80.1533
5.24,-0.1513,-4.7864,7.7776,-44.9225,42.9755,-113.3143,-80.1776
5.26,-0.1512,-4.7649,7.7745,-45.0178,43.1310,-114.2147,-80.2017
5.28,-0.1511,-4.7435,7.7715,-45.1127,43.2865,-115.1169,-80.2256
5.30,-0.1510,-4.7221,7.7685,-45.2071,43.4418,-116.0211,-80.2494
5.32,-0.1509,-4.7008,7.7655,-45.3012,43.5971,-116.9271,-80.2729
5.34,-0.1508,-4.6795,7.7625,-45.3948,43.7524,-117.8350,-80.2963
5.36,-0.1506,-4.6583,7.7595,-45.4879,43.9076,-118.7448,-80.3195
5.38,-0.1505,-4.6371,7.7565,-45.5807,44.0627,-119.6564,-80.3425
5.40,-0.1504,-4.6160,7.7534,-45.6730,44.2178,-120.5698,-80.3653
5.42,-0.1503,-4.5949,7.7504,-45.7649,44.3728,-121.4851,-80.3880
5.44,-0.1502,-4.5739,7.7474,-45.8564,44.5277,-122.4023,-80.4104
5.46,-0.1501,-4.5530,7.7444,-45.9474,44.6826,-123.3212,-80.4327
5.48,-0.1499,-4.5321,7.7414,-46.0381,44.8375,-124.2420,-80.4548
5.50,-0.1498,-4.5112,7.7384,-46.1283,44.9922,-125.1645,-80.4768
5.52,-0.1497,-4.4905,7.7354,-46.2181,45.1469,-126.0889,-80.4986
5.54,-0.1496,-4.4697,7.7325,-46.3075,45.3016,-127.0150,-80.5202
5.56,-0.1495,-4.4490,7.7295,-46.3965,45.4562,-127.9430,-80.5416
5.58,-0.1494,-4.4284,7.7265,-46.4850,45.6107,-128.8727,-80.5629
5.60,-0.1492,-4.4079,7.7235,-46.5732,45.7652,-129.8041,-80.5840
5.62,-0.1491,-4.3873,7.7205,-46.6609,45.9196,-130.7374,-80.6050
5.64,-0.1490,-4.3669,7.7175,-46.7483,46.0739,-131.6723,-80.6258
5.66,-0.1489,-4.3465,7.7145,-46.8352,46.2282,-132.6090,-80.6464
5.68,-0.1488,-4.3262,7.7116,-46.9217,46.3824,-133.5475,-80.6669
5.70,-0.1487,-4.3059,7.7086,-47.0079,46.5366,-134.4876,-80.6872
5.72,-0.1486,-4.2857,7.7056,-47.0936,46.6907,-135.4295,-80.7074
5.74,-0.1484,-4.2655,7.7027,-47.1789,46.8448,-136.3731,-80.7274
5.76,-0.1483,-4.2454,7.6997,-47.2638,46.9988,-137.3183,-80.7473
5.78,-0.1482,-4.2253,7.6967,-47.3483,47.1527,-138.2653,-80.7670
5.80,-0.1481,-4.2053,7.6938,-47.4324,47.3066,-139.2140,-80.7866
5.82,-0.1480,-4.1854,7.6908,-47.5161,47.4604,-140.1643,-80.8060
5.84,-0.1479,-4.1655,7.6878,-47.5994,47.6142,-141.1163,-80.8253
5.86,-0.1478,-4.1457,7.6849,-47.6823,47.7679,-142.0699,-80.8445
5.88,-0.1476,-4.1260,7.6819,-47.7649,47.9215,-143.0252,-80.8635
5.90,-0.1475,-4.1063,7.6790,-47.8470,48.0751,-143.9822,-80.8823
5.92,-0.1474,-4.0867,7.6760,-47.9287,48.2286,-144.9407,-80.9010
5.94,-0.1473,-4.0671,7.6731,-48.0101,48.3821,-145.9009,-80.9196
5.96,-0.1472,-4.0476,7.6702,-48.0910,48.5355,-146.8627,-80.9381
5.98,-0.1471,-4.0281,7.6672,-48.1716,48.6888,-147.8262,-80.9564
6.00,-0.1470,-4.0088,7.6643,-48.2517,48.8421,-148.7912,-80.9746
6.02,-0.1469,-3.9894,7.6613,-48.3315,48.9953,-149.7578,-80.9926
6.04,-0.1467,-3.9702,7.6584,-48.4109,49.1485,-150.7261,-81.0106
6.06,-0.1466,-3.9510,7.6555,-48.4900,49.3016,-151.6959,-81.0283
6.08,-0.1465,-3.9318,7.6525,-48.5686,49.4547,-152.6672,-81.0460
6.10,-0.1464,-3.9127,7.6496,-48.6468,49.6076,-153.6402,-81.0635
6.12,-0.1463,-3.8937,7.6467,-48.7247,49.7606,-154.6147,-81.0810
6.14,-0.1462,-3.8748,7.6438,-48.8022,49.9135,-155.5907,-81.0982
6.16,-0.1461,-3.8559,7.6408,-48.8793,50.0663,-156.5683,-81.1154
6.18,-0.1460,-3.8370,7.6379,-48.9561,50.2190,-157.5474,-81.1324
6.20,-0.1458,-3.8183,7.6350,-49.0324,50.3717,-158.5281,-81.1494
6.22,-0.1457,-3.7996,7.6321,-49.1084,50.5244,-159.5102,-81.1662
6.24,-0.1456,-3.7809,7.6292,-49.1840,50.6770,-160.4939,-81.1828
6.26,-0.1455,-3.7623,7.6263,-49.2593,50.8295,-161.4791,-81.1994
6.28,-0.1454,-3.7438,7.6234,-49.3342,50.9819,-162.4658,-81.2159
6.30,-0.1453,-3.7253,7.6205,-49.4087,51.1344,-163.4540,-81.2322
6.32,-0.1452,-3.7070,7.6175,-49.4828,51.2867,-164.4436,-81.2484
6.34,-0.1451,-3.6886,7.6146,-49.5566,51.4390,-165.4347,-81.2645
